,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
2952,ENSG00000066827,ZFAT,Stim8hr,635.0,23,71,94,-6.518661115276294,True,8.900183790697946,False,>10 DE genes,on-target KD,ENSG00000066827,ENSG00000066827_Stim8hr,ZFAT
2957,ENSG00000101126,ADNP,Stim8hr,1221.0,29,21,50,-24.717937179150876,True,58.31272828978412,False,>10 DE genes,on-target KD,ENSG00000101126,ENSG00000101126_Stim8hr,ADNP
2962,ENSG00000116698,SMG7,Stim8hr,198.0,1326,439,1765,-6.238777427335317,True,20.106084443908955,False,>10 DE genes,on-target KD,ENSG00000116698,ENSG00000116698_Stim8hr,SMG7
2964,ENSG00000121060,TRIM25,Stim8hr,759.0,15,35,50,-21.323580337072983,True,75.41967690137022,False,>10 DE genes,on-target KD,ENSG00000121060,ENSG00000121060_Stim8hr,TRIM25
2973,ENSG00000142409,ZNF787,Stim8hr,249.0,32,7,39,-3.526787953704713,False,6.04514899719875,False,>10 DE genes,no on-target KD,ENSG00000142409,ENSG00000142409_Stim8hr,ZNF787
2974,ENSG00000154723,ATP5PF,Stim8hr,87.0,41,32,73,-2.454356471294895,False,9.177837942425471,True,>10 DE genes,putative off-target,ENSG00000154723,ENSG00000154723_Stim8hr,ATP5PF
2982,ENSG00000177853,ZNF518A,Stim8hr,494.0,25,16,41,-2.659754228699688,False,11.141769548272984,False,>10 DE genes,no on-target KD,ENSG00000177853,ENSG00000177853_Stim8hr,ZNF518A
2984,ENSG00000182866,LCK,Stim8hr,116.0,1745,669,2414,-8.989514710597316,True,129.01373253695797,False,>10 DE genes,on-target KD,ENSG00000182866,ENSG00000182866_Stim8hr,LCK
2997,ENSG00000215397,SCRT2,Stim8hr,985.0,29,19,48,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000215397,ENSG00000215397_Stim8hr,SCRT2
3005,ENSG00000079999,KEAP1,Rest,145.0,102,24,126,-10.08019309030213,True,83.83563882466743,False,>10 DE genes,on-target KD,ENSG00000079999,ENSG00000079999_Rest,KEAP1
3007,ENSG00000107874,CUEDC2,Rest,1399.0,38,1,39,-24.774068944899888,True,48.941709390032806,False,>10 DE genes,on-target KD,ENSG00000107874,ENSG00000107874_Rest,CUEDC2
3025,ENSG00000154710,RABGEF1,Rest,261.0,30,12,42,-8.097783997629794,True,28.663998966855992,False,>10 DE genes,on-target KD,ENSG00000154710,ENSG00000154710_Rest,RABGEF1
3035,ENSG00000171262,FAM98B,Rest,519.0,415,478,893,-13.276055485581535,True,47.366830703200925,False,>10 DE genes,on-target KD,ENSG00000171262,ENSG00000171262_Rest,FAM98B
3055,ENSG00000085185,BCORL1,Stim48hr,840.0,32,4,36,-4.412819889451339,True,3.2552712255304863,False,>10 DE genes,on-target KD,ENSG00000085185,ENSG00000085185_Stim48hr,BCORL1
3058,ENSG00000092020,PPP2R3C,Stim48hr,629.0,25,17,42,-13.97189122627394,True,58.124865081765016,True,>10 DE genes,on-target KD,ENSG00000092020,ENSG00000092020_Stim48hr,PPP2R3C
3064,ENSG00000107521,HPS1,Stim48hr,2003.0,146,85,231,-15.86954495417711,True,23.93082862262633,False,>10 DE genes,on-target KD,ENSG00000107521,ENSG00000107521_Stim48hr,HPS1
3070,ENSG00000128731,HERC2,Stim48hr,447.0,29,3,32,-2.938878653753283,False,30.76196471196253,False,>10 DE genes,no on-target KD,ENSG00000128731,ENSG00000128731_Stim48hr,HERC2
3076,ENSG00000155876,RRAGA,Stim48hr,268.0,931,801,1732,-8.137100313545927,True,41.535644623402334,False,>10 DE genes,on-target KD,ENSG00000155876,ENSG00000155876_Stim48hr,RRAGA
3115,ENSG00000111087,GLI1,Stim8hr,253.0,154,25,179,-0.5671460606949864,True,0.2934543409319239,False,>10 DE genes,on-target KD,ENSG00000111087,ENSG00000111087_Stim8hr,GLI1
3118,ENSG00000124370,MCEE,Stim8hr,101.0,52,14,66,-2.9479749486732376,False,18.1457248440528,False,>10 DE genes,no on-target KD,ENSG00000124370,ENSG00000124370_Stim8hr,MCEE
3119,ENSG00000126804,ZBTB1,Stim8hr,416.0,73,46,119,-14.651081780216764,True,104.8089697229775,True,>10 DE genes,on-target KD,ENSG00000126804,ENSG00000126804_Stim8hr,ZBTB1
3128,ENSG00000159618,ADGRG5,Stim8hr,410.0,26,13,39,-6.29898815658574,True,49.7994860635952,False,>10 DE genes,on-target KD,ENSG00000159618,ENSG00000159618_Stim8hr,ADGRG5
3142,ENSG00000188343,FAM92A,Stim8hr,713.0,38,0,38,-2.7448439381648173,False,1.2145399472499694,False,>10 DE genes,no on-target KD,ENSG00000188343,ENSG00000188343_Stim8hr,CIBAR1
3155,ENSG00000087157,PGS1,Stim8hr,166.0,99,53,152,-7.317731636731924,True,41.45559600972787,False,>10 DE genes,on-target KD,ENSG00000087157,ENSG00000087157_Stim8hr,PGS1
3172,ENSG00000130749,ZC3H4,Stim8hr,489.0,226,51,277,-9.057831561040478,True,134.68509150183797,False,>10 DE genes,on-target KD,ENSG00000130749,ENSG00000130749_Stim8hr,ZC3H4
3175,ENSG00000146955,RAB19,Stim8hr,381.0,278,8,286,-1.1020891600562557,False,0.6179942141442183,False,>10 DE genes,no on-target KD,ENSG00000146955,ENSG00000146955_Stim8hr,RAB19
3184,ENSG00000168564,CDKN2AIP,Stim8hr,478.0,46,56,102,-8.403342735026484,True,16.201726793109966,False,>10 DE genes,on-target KD,ENSG00000168564,ENSG00000168564_Stim8hr,CDKN2AIP
3192,ENSG00000184007,PTP4A2,Stim8hr,123.0,30,6,36,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000184007,ENSG00000184007_Stim8hr,PTP4A2
3193,ENSG00000187735,TCEA1,Stim8hr,938.0,106,145,251,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000187735,ENSG00000187735_Stim8hr,TCEA1
3203,ENSG00000070610,GBA2,Stim48hr,199.0,57,6,63,-7.0263720243309,True,27.959776650730227,True,>10 DE genes,on-target KD,ENSG00000070610,ENSG00000070610_Stim48hr,GBA2
3207,ENSG00000103194,USP10,Stim48hr,223.0,29,45,74,-13.904399474817492,True,114.21876478459538,False,>10 DE genes,on-target KD,ENSG00000103194,ENSG00000103194_Stim48hr,USP10
3210,ENSG00000116824,CD2,Stim48hr,478.0,537,452,989,-40.504026954392685,True,1050.2520983645963,False,>10 DE genes,on-target KD,ENSG00000116824,ENSG00000116824_Stim48hr,CD2
3225,ENSG00000156709,AIFM1,Stim48hr,102.0,545,453,998,-7.33423051794611,True,93.3409917226674,True,>10 DE genes,on-target KD,ENSG00000156709,ENSG00000156709_Stim48hr,AIFM1
3233,ENSG00000166949,SMAD3,Stim48hr,1511.0,281,120,401,1.996823284493032,False,80.9060839465861,False,>10 DE genes,no on-target KD,ENSG00000166949,ENSG00000166949_Stim48hr,SMAD3
3238,ENSG00000180370,PAK2,Stim48hr,669.0,39,21,60,-29.994972471526637,True,175.32875414786733,False,>10 DE genes,on-target KD,ENSG00000180370,ENSG00000180370_Stim48hr,PAK2
3246,ENSG00000240303,ACAD11,Stim48hr,366.0,125,45,170,-8.946814157951534,True,23.689149197160333,True,>10 DE genes,on-target KD,ENSG00000240303,ENSG00000240303_Stim48hr,ACAD11
3252,ENSG00000077420,APBB1IP,Rest,475.0,21,10,31,-15.944413106031432,True,203.5828968636256,False,>10 DE genes,on-target KD,ENSG00000077420,ENSG00000077420_Rest,APBB1IP
3267,ENSG00000112599,GUCA1B,Rest,193.0,63,20,83,-0.0488585995866659,False,1.1486084056160226,False,>10 DE genes,no on-target KD,ENSG00000112599,ENSG00000112599_Rest,GUCA1B
3283,ENSG00000163728,TTC14,Rest,339.0,9,27,36,-10.217224635302394,True,64.3312124178243,False,>10 DE genes,on-target KD,ENSG00000163728,ENSG00000163728_Rest,TTC14
3290,ENSG00000171606,ZNF274,Rest,615.0,143,3,146,-6.136640596452472,True,9.547128767944958,False,>10 DE genes,on-target KD,ENSG00000171606,ENSG00000171606_Rest,ZNF274
3305,ENSG00000091640,SPAG7,Stim8hr,1051.0,47,14,61,-26.22024667172074,True,87.19647698497386,False,>10 DE genes,on-target KD,ENSG00000091640,ENSG00000091640_Stim8hr,SPAG7
3311,ENSG00000108349,CASC3,Stim8hr,287.0,1101,330,1431,-20.55603999544314,True,150.0559279977044,False,>10 DE genes,on-target KD,ENSG00000108349,ENSG00000108349_Stim8hr,CASC3
3312,ENSG00000111726,CMAS,Stim8hr,171.0,29,33,62,-10.1874093299376,True,73.16574026164906,False,>10 DE genes,on-target KD,ENSG00000111726,ENSG00000111726_Stim8hr,CMAS
3319,ENSG00000126012,KDM5C,Stim8hr,597.0,88,27,115,-29.234618823579936,True,184.22487173086185,False,>10 DE genes,on-target KD,ENSG00000126012,ENSG00000126012_Stim8hr,KDM5C
3321,ENSG00000131165,CHMP1A,Stim8hr,296.0,47,40,87,-9.509422672606744,True,80.79704093161298,False,>10 DE genes,on-target KD,ENSG00000131165,ENSG00000131165_Stim8hr,CHMP1A
3337,ENSG00000170175,CHRNB1,Stim8hr,164.0,34,2,36,-0.2384953997581022,True,5.088433321934881,False,>10 DE genes,on-target KD,ENSG00000170175,ENSG00000170175_Stim8hr,CHRNB1
3342,ENSG00000182858,ALG12,Stim8hr,710.0,57,11,68,-12.201052757642428,True,27.98570242121664,True,>10 DE genes,on-target KD,ENSG00000182858,ENSG00000182858_Stim8hr,ALG12
3345,ENSG00000196323,ZBTB44,Stim8hr,89.0,153,58,211,-6.946520667849085,True,67.71304959111339,False,>10 DE genes,on-target KD,ENSG00000196323,ENSG00000196323_Stim8hr,ZBTB44
3347,ENSG00000204120,GIGYF2,Stim8hr,369.0,156,78,234,-11.06786052582437,True,38.28435247552068,False,>10 DE genes,on-target KD,ENSG00000204120,ENSG00000204120_Stim8hr,GIGYF2
3355,ENSG00000100263,RHBDD3,Stim8hr,449.0,231,79,310,-4.912066302565434,True,6.787187948595353,True,>10 DE genes,on-target KD,ENSG00000100263,ENSG00000100263_Stim8hr,RHBDD3
3362,ENSG00000124193,SRSF6,Stim8hr,698.0,25,28,53,-6.518138278938774,True,6.362955227879101,False,>10 DE genes,on-target KD,ENSG00000124193,ENSG00000124193_Stim8hr,SRSF6
3365,ENSG00000125686,MED1,Stim8hr,204.0,410,409,819,-10.966430312828733,True,94.49205838947915,False,>10 DE genes,on-target KD,ENSG00000125686,ENSG00000125686_Stim8hr,MED1
3372,ENSG00000138495,COX17,Stim8hr,605.0,47,43,90,-17.11875289549958,True,74.2954569086993,False,>10 DE genes,on-target KD,ENSG00000138495,ENSG00000138495_Stim8hr,COX17
3375,ENSG00000140905,GCSH,Stim8hr,150.0,412,118,530,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000140905,ENSG00000140905_Stim8hr,GCSH
3380,ENSG00000156374,PCGF6,Stim8hr,268.0,49,5,54,-9.30932339010364,True,33.97834464588422,False,>10 DE genes,on-target KD,ENSG00000156374,ENSG00000156374_Stim8hr,PCGF6
3387,ENSG00000169375,SIN3A,Stim8hr,533.0,11,21,32,-9.062575831890054,True,116.90328954560762,False,>10 DE genes,on-target KD,ENSG00000169375,ENSG00000169375_Stim8hr,SIN3A
3389,ENSG00000173486,FKBP2,Stim8hr,430.0,152,103,255,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000173486,ENSG00000173486_Stim8hr,FKBP2
3391,ENSG00000182606,TRAK1,Stim8hr,649.0,490,374,864,-0.4262131055242391,False,52.01863134292453,False,>10 DE genes,no on-target KD,ENSG00000182606,ENSG00000182606_Stim8hr,TRAK1
3393,ENSG00000187257,RSBN1L,Stim8hr,1552.0,37,142,179,-29.180599558878978,True,63.0527709559692,False,>10 DE genes,on-target KD,ENSG00000187257,ENSG00000187257_Stim8hr,RSBN1L
3400,ENSG00000074695,LMAN1,Stim48hr,140.0,35,17,52,-8.63621553411263,True,340.5080868221407,False,>10 DE genes,on-target KD,ENSG00000074695,ENSG00000074695_Stim48hr,LMAN1
3407,ENSG00000105771,SMG9,Stim48hr,610.0,754,258,1012,-10.106620109064746,True,19.45236088564559,False,>10 DE genes,on-target KD,ENSG00000105771,ENSG00000105771_Stim48hr,SMG9
3439,ENSG00000173207,CKS1B,Stim48hr,210.0,23,8,31,-16.897257064906817,True,374.51015351309854,True,>10 DE genes,on-target KD,ENSG00000173207,ENSG00000173207_Stim48hr,CKS1B
3442,ENSG00000182973,CNOT10,Stim48hr,275.0,59,32,91,-6.643319059362727,True,51.62360283022492,False,>10 DE genes,on-target KD,ENSG00000182973,ENSG00000182973_Stim48hr,CNOT10
3484,ENSG00000175595,ERCC4,Rest,129.0,194,63,257,-4.087388447766168,True,11.184682871419376,False,>10 DE genes,on-target KD,ENSG00000175595,ENSG00000175595_Rest,ERCC4
3491,ENSG00000185246,PRPF39,Rest,740.0,39,14,53,-8.73650272465009,True,31.75904032828328,False,>10 DE genes,on-target KD,ENSG00000185246,ENSG00000185246_Rest,PRPF39
3493,ENSG00000189046,ALKBH2,Rest,452.0,253,112,365,-3.626968753819648,True,4.0416262544797465,True,>10 DE genes,on-target KD,ENSG00000189046,ENSG00000189046_Rest,ALKBH2
3507,ENSG00000092531,SNAP23,Stim8hr,330.0,18,18,36,-11.109492340510783,True,46.11633178089997,False,>10 DE genes,on-target KD,ENSG00000092531,ENSG00000092531_Stim8hr,SNAP23
3526,ENSG00000154832,CXXC1,Stim8hr,124.0,862,476,1338,-8.7742078689494,True,62.98569137143362,False,>10 DE genes,on-target KD,ENSG00000154832,ENSG00000154832_Stim8hr,CXXC1
3531,ENSG00000165118,C9orf64,Stim8hr,81.0,67,29,96,-4.453109545322328,True,42.08843994666389,False,>10 DE genes,on-target KD,ENSG00000165118,ENSG00000165118_Stim8hr,QNG1
3541,ENSG00000187514,PTMA,Stim8hr,446.0,708,395,1103,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000187514,ENSG00000187514_Stim8hr,PTMA
3544,ENSG00000204371,EHMT2,Stim8hr,593.0,531,647,1178,-21.517053188797533,True,95.8765643749649,False,>10 DE genes,on-target KD,ENSG00000204371,ENSG00000204371_Stim8hr,EHMT2
3549,ENSG00000250151,ARPC4-TTLL3,Stim8hr,1295.0,452,193,645,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000250151,ENSG00000250151_Stim8hr,ARPC4-TTLL3
3565,ENSG00000136098,NEK3,Stim48hr,359.0,40,22,62,-7.059426534017141,True,14.84537016054653,False,>10 DE genes,on-target KD,ENSG00000136098,ENSG00000136098_Stim48hr,NEK3
3575,ENSG00000156531,PHF6,Stim48hr,209.0,121,91,212,-11.636152450095212,True,105.13271708793582,False,>10 DE genes,on-target KD,ENSG00000156531,ENSG00000156531_Stim48hr,PHF6
3585,ENSG00000168404,MLKL,Stim48hr,1845.0,44,36,80,-18.53978289533166,True,30.64499985432921,False,>10 DE genes,on-target KD,ENSG00000168404,ENSG00000168404_Stim48hr,MLKL
3588,ENSG00000173545,ZNF622,Stim48hr,256.0,40,28,68,-9.356189032054262,True,49.68410632610684,False,>10 DE genes,on-target KD,ENSG00000173545,ENSG00000173545_Stim48hr,ZNF622
3594,ENSG00000183161,FANCF,Stim48hr,277.0,34,38,72,-7.71645063625169,True,24.99234629336445,False,>10 DE genes,on-target KD,ENSG00000183161,ENSG00000183161_Stim48hr,FANCF
3604,ENSG00000055950,MRPL43,Stim48hr,152.0,248,189,437,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000055950,ENSG00000055950_Stim48hr,MRPL43
3608,ENSG00000101413,RPRD1B,Stim48hr,85.0,87,39,126,-3.6127122957810784,True,32.600024120166246,True,>10 DE genes,on-target KD,ENSG00000101413,ENSG00000101413_Stim48hr,RPRD1B
3613,ENSG00000115520,COQ10B,Stim48hr,528.0,22,17,39,-14.369330500289248,True,56.86621864696827,False,>10 DE genes,on-target KD,ENSG00000115520,ENSG00000115520_Stim48hr,COQ10B
3619,ENSG00000127528,KLF2,Stim48hr,442.0,103,75,178,-1.726570880049541,False,16.62726255302214,False,>10 DE genes,no on-target KD,ENSG00000127528,ENSG00000127528_Stim48hr,KLF2
3621,ENSG00000132661,NXT1,Stim48hr,202.0,48,54,102,-13.698698872397804,True,110.53721652167886,False,>10 DE genes,on-target KD,ENSG00000132661,ENSG00000132661_Stim48hr,NXT1
3625,ENSG00000138071,ACTR2,Stim48hr,164.0,662,387,1049,-17.546190766612302,True,281.4617282546469,False,>10 DE genes,on-target KD,ENSG00000138071,ENSG00000138071_Stim48hr,ACTR2
3629,ENSG00000155330,C16orf87,Stim48hr,602.0,35,20,55,-19.324209234269627,True,109.27906782408677,False,>10 DE genes,on-target KD,ENSG00000155330,ENSG00000155330_Stim48hr,C16orf87
3633,ENSG00000163946,FAM208A,Stim48hr,1371.0,257,103,360,-27.796509250579643,True,77.05006845501363,False,>10 DE genes,on-target KD,ENSG00000163946,ENSG00000163946_Stim48hr,TASOR
3636,ENSG00000171223,JUNB,Stim48hr,461.0,71,72,143,-11.638366050704647,True,741.4517483768833,False,>10 DE genes,on-target KD,ENSG00000171223,ENSG00000171223_Stim48hr,JUNB
3638,ENSG00000174799,CEP135,Stim48hr,306.0,55,70,125,-7.001658404976221,True,28.48248916527142,False,>10 DE genes,on-target KD,ENSG00000174799,ENSG00000174799_Stim48hr,CEP135
3646,ENSG00000214530,STARD10,Stim48hr,189.0,47,19,66,-4.329930604843166,True,22.709773354676308,False,>10 DE genes,on-target KD,ENSG00000214530,ENSG00000214530_Stim48hr,STARD10
3648,ENSG00000241468,ATP5MF,Stim48hr,160.0,329,360,689,-8.254787247898571,True,67.40789134413768,False,>10 DE genes,on-target KD,ENSG00000241468,ENSG00000241468_Stim48hr,ATP5MF
3653,ENSG00000083312,TNPO1,Rest,731.0,400,311,711,-4.444656692547505,True,7.89689532679427,False,>10 DE genes,on-target KD,ENSG00000083312,ENSG00000083312_Rest,TNPO1
3670,ENSG00000135426,TESPA1,Rest,1165.0,300,154,454,-18.90403176447718,True,64.70081712047184,False,>10 DE genes,on-target KD,ENSG00000135426,ENSG00000135426_Rest,TESPA1
3676,ENSG00000152684,PELO,Rest,494.0,132,31,163,-4.761307707142642,True,31.072631093317145,False,>10 DE genes,on-target KD,ENSG00000152684,ENSG00000152684_Rest,PELO
3678,ENSG00000162613,FUBP1,Rest,345.0,280,273,553,-19.47519770821574,True,118.27686098873264,False,>10 DE genes,on-target KD,ENSG00000162613,ENSG00000162613_Rest,FUBP1
3680,ENSG00000168228,ZCCHC4,Rest,160.0,344,122,466,-5.779322611412998,True,21.25507989904936,False,>10 DE genes,on-target KD,ENSG00000168228,ENSG00000168228_Rest,ZCCHC4
3687,ENSG00000178035,IMPDH2,Rest,87.0,23,10,33,-5.402733438480541,True,49.36932458258756,False,>10 DE genes,on-target KD,ENSG00000178035,ENSG00000178035_Rest,IMPDH2
3702,ENSG00000075426,FOSL2,Rest,754.0,15,20,35,-12.3955344875953,True,60.48441010747148,False,>10 DE genes,on-target KD,ENSG00000075426,ENSG00000075426_Rest,FOSL2
3709,ENSG00000111684,LPCAT3,Rest,595.0,111,33,144,-6.130583635671935,True,27.867910812365583,False,>10 DE genes,on-target KD,ENSG00000111684,ENSG00000111684_Rest,LPCAT3
3713,ENSG00000125686,MED1,Rest,186.0,114,138,252,-7.355348804558413,True,50.01688309425989,False,>10 DE genes,on-target KD,ENSG00000125686,ENSG00000125686_Rest,MED1
3722,ENSG00000140320,BAHD1,Rest,389.0,29,2,31,-12.701891289583704,True,48.44711401156433,False,>10 DE genes,on-target KD,ENSG00000140320,ENSG00000140320_Rest,BAHD1
3724,ENSG00000147853,AK3,Rest,1002.0,288,36,324,-14.25053711602616,True,23.12207977721444,False,>10 DE genes,on-target KD,ENSG00000147853,ENSG00000147853_Rest,AK3
3728,ENSG00000168876,ANKRD49,Rest,213.0,273,278,551,-3.20194189495342,True,21.23995018803958,True,>10 DE genes,on-target KD,ENSG00000168876,ENSG00000168876_Rest,ANKRD49
3729,ENSG00000170852,KBTBD2,Rest,1148.0,71,13,84,-11.813995034949356,True,53.07095801497465,False,>10 DE genes,on-target KD,ENSG00000170852,ENSG00000170852_Rest,KBTBD2
3730,ENSG00000173473,SMARCC1,Rest,265.0,68,70,138,-12.65540003533916,True,69.04447489977196,False,>10 DE genes,on-target KD,ENSG00000173473,ENSG00000173473_Rest,SMARCC1
3731,ENSG00000173674,EIF1AX,Rest,530.0,1104,185,1289,0.4755860011199431,False,1.8948748042700905,False,>10 DE genes,no on-target KD,ENSG00000173674,ENSG00000173674_Rest,EIF1AX
3732,ENSG00000176973,FAM89B,Rest,134.0,1141,501,1642,-5.859494028165599,True,26.309571251192946,False,>10 DE genes,on-target KD,ENSG00000176973,ENSG00000176973_Rest,FAM89B
3744,ENSG00000213965,NUDT19,Rest,1089.0,118,33,151,-12.194619975300858,True,17.50778295752364,False,>10 DE genes,on-target KD,ENSG00000213965,ENSG00000213965_Rest,NUDT19
3748,ENSG00000265491,RNF115,Rest,152.0,73,29,102,-9.086144316313694,True,87.52771482044993,False,>10 DE genes,on-target KD,ENSG00000265491,ENSG00000265491_Rest,RNF115
3750,ENSG00000007038,PRSS21,Rest,162.0,171,71,242,-1.085572198243261,True,1.8435642754080168,False,>10 DE genes,on-target KD,ENSG00000007038,ENSG00000007038_Rest,PRSS21
3751,ENSG00000070961,ATP2B1,Rest,137.0,367,119,486,-1.68999769795854,False,22.82997383895328,False,>10 DE genes,no on-target KD,ENSG00000070961,ENSG00000070961_Rest,ATP2B1
3755,ENSG00000100578,KIAA0586,Rest,144.0,31,12,43,-5.478424018455806,True,24.53006541860412,True,>10 DE genes,on-target KD,ENSG00000100578,ENSG00000100578_Rest,KIAA0586
3779,ENSG00000163832,ELP6,Rest,249.0,39,34,73,-6.123922968913906,True,43.91166997746205,False,>10 DE genes,on-target KD,ENSG00000163832,ENSG00000163832_Rest,ELP6
3781,ENSG00000164323,CFAP97,Rest,382.0,379,222,601,-11.47302472926066,True,47.13095347181248,False,>10 DE genes,on-target KD,ENSG00000164323,ENSG00000164323_Rest,CFAP97
3788,ENSG00000184619,KRBA2,Rest,759.0,515,237,752,-7.754333129606626,True,7.050244662606555,False,>10 DE genes,on-target KD,ENSG00000184619,ENSG00000184619_Rest,KRBA2
3791,ENSG00000188290,HES4,Rest,313.0,20,15,35,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000188290,ENSG00000188290_Rest,HES4
3796,ENSG00000198551,ZNF627,Rest,1126.0,53,1,54,-5.877510626933703,True,3.4286725631615496,False,>10 DE genes,on-target KD,ENSG00000198551,ENSG00000198551_Rest,ZNF627
3799,ENSG00000213123,TCTEX1D2,Rest,478.0,114,75,189,-13.85327126231159,True,44.73021530913913,False,>10 DE genes,on-target KD,ENSG00000213123,ENSG00000213123_Rest,DYNLT2B
3806,ENSG00000100281,HMGXB4,Stim8hr,542.0,13,22,35,-15.825638087630375,True,59.27406766740207,False,>10 DE genes,on-target KD,ENSG00000100281,ENSG00000100281_Stim8hr,HMGXB4
3813,ENSG00000117505,DR1,Stim8hr,488.0,272,163,435,-28.351639915319502,True,225.7004925732816,False,>10 DE genes,on-target KD,ENSG00000117505,ENSG00000117505_Stim8hr,DR1
3816,ENSG00000125484,GTF3C4,Stim8hr,152.0,57,18,75,-5.804204760277557,True,44.987246400597165,True,>10 DE genes,on-target KD,ENSG00000125484,ENSG00000125484_Stim8hr,GTF3C4
3818,ENSG00000131143,COX4I1,Stim8hr,131.0,346,138,484,-15.856365979245291,True,227.51270656937777,True,>10 DE genes,on-target KD,ENSG00000131143,ENSG00000131143_Stim8hr,COX4I1
3830,ENSG00000156958,GALK2,Stim8hr,1164.0,104,27,131,-12.395945571809486,True,30.41417906721432,True,>10 DE genes,on-target KD,ENSG00000156958,ENSG00000156958_Stim8hr,GALK2
3837,ENSG00000171984,SHLD1,Stim8hr,1878.0,239,248,487,-21.75722567556054,True,28.185451253731323,False,>10 DE genes,on-target KD,ENSG00000171984,ENSG00000171984_Stim8hr,SHLD1
3857,ENSG00000107485,GATA3,Stim8hr,818.0,503,736,1239,-19.995103304780407,True,125.43932561724328,False,>10 DE genes,on-target KD,ENSG00000107485,ENSG00000107485_Stim8hr,GATA3
3867,ENSG00000137265,MUM1,Stim8hr,764.0,322,245,567,-11.380474220031711,True,1270.8352181123112,False,>10 DE genes,on-target KD,ENSG00000137265,ENSG00000137265_Stim8hr,IRF4
3873,ENSG00000147123,NDUFB11,Stim8hr,664.0,66,43,109,-19.024312036672733,True,62.144484430364,True,>10 DE genes,on-target KD,ENSG00000147123,ENSG00000147123_Stim8hr,NDUFB11
3882,ENSG00000163479,SSR2,Stim8hr,555.0,38,12,50,-28.74186466318261,True,213.4144118393754,False,>10 DE genes,on-target KD,ENSG00000163479,ENSG00000163479_Stim8hr,SSR2
