,target,effect_size,standard_error,num,neg|goodsgrna,pos|goodsgrna,pvalue,phenotype,perturbation_type,goodsgrna
43936,EMILIN1,-0.083699,0.23509141622228857,12,4,2,0.36091,Prim.CRi.CD4.IL2,CRISPRi,6
43937,TTC34,0.15054,0.12104998329321794,12,4,6,0.10682,Prim.CRi.CD4.IL2,CRISPRi,10
43938,UROS,0.05797,0.6120368775429668,12,4,3,0.53773,Prim.CRi.CD4.IL2,CRISPRi,7
43939,C11orf52,-0.018342,0.051518497907373055,12,2,4,0.36091,Prim.CRi.CD4.IL2,CRISPRi,6
43940,ATP6V1G2,-0.067329,0.18911181690140225,12,4,4,0.36091,Prim.CRi.CD4.IL2,CRISPRi,8
43941,NDUFAF1,-0.15931,0.4474654836780941,12,5,2,0.36091,Prim.CRi.CD4.IL2,CRISPRi,7
43942,CCDC102B,-0.14813,0.4160634115701216,12,5,4,0.36091,Prim.CRi.CD4.IL2,CRISPRi,9
43943,FAM214B,0.14153,3.4085797801788886,12,1,4,0.48344,Prim.CRi.CD4.IL2,CRISPRi,5
43944,TMEM41A,0.0048604,0.004640105393760644,12,4,1,0.85256,Prim.CRi.CD4.IL2,CRISPRi,5
43945,MCF2L,0.011133,0.0338885490325429,12,4,3,0.62874,Prim.CRi.CD4.IL2,CRISPRi,7
43946,TMEM151B,0.0098285,0.053843381927125185,12,1,4,0.57242,Prim.CRi.CD4.IL2,CRISPRi,5
43947,OR6C2,-0.13619,0.38252667266411167,12,5,2,0.36091,Prim.CRi.CD4.IL2,CRISPRi,7
43948,TGFB1I1,-0.082394,0.23142596862828999,12,4,3,0.36091,Prim.CRi.CD4.IL2,CRISPRi,7
43949,WDR37,-0.12082,0.33935584544590625,12,4,2,0.36091,Prim.CRi.CD4.IL2,CRISPRi,6
43950,GOT2,-0.024701,0.0693794797083209,12,5,4,0.36091,Prim.CRi.CD4.IL2,CRISPRi,9
43951,LCTL,-0.0070107,0.01969145858026498,12,3,2,0.36091,Prim.CRi.CD4.IL2,CRISPRi,5
43952,EFCAB9,-0.14217,0.3993231298381434,12,5,0,0.36091,Prim.CRi.CD4.IL2,CRISPRi,5
43953,DNAH9,-0.097787,0.2746613976048571,12,3,2,0.36091,Prim.CRi.CD4.IL2,CRISPRi,5
43954,SMOC2,-0.012787,0.035915768876980655,12,5,4,0.36091,Prim.CRi.CD4.IL2,CRISPRi,9
43955,PTPN2,-0.18786,0.5285280474817348,12,5,3,0.36113,Prim.CRi.CD4.IL2,CRISPRi,8
43956,SMIM10,0.037345,0.2275527686348243,12,3,4,0.56518,Prim.CRi.CD4.IL2,CRISPRi,7
43957,MOCS2,0.046001,0.04258624078094864,12,2,2,0.85997,Prim.CRi.CD4.IL2,CRISPRi,4
43958,RBAK,-0.2127,0.600352110440608,12,5,2,0.36156,Prim.CRi.CD4.IL2,CRISPRi,7
43959,CRAT,0.1235,2.8323038130772433,12,1,4,0.48261,Prim.CRi.CD4.IL2,CRISPRi,5
43960,REM2,0.0073763,0.006940833977223451,12,4,2,0.85605,Prim.CRi.CD4.IL2,CRISPRi,6
43961,HSD17B8,0.0084248,0.0158358325496703,12,3,3,0.70264,Prim.CRi.CD4.IL2,CRISPRi,6
43962,LRCH2,0.066869,0.06663581927402841,12,5,6,0.15781,Prim.CRi.CD4.IL2,CRISPRi,11
43963,SMIM25,0.013264,0.02914370297783236,12,3,2,0.67549,Prim.CRi.CD4.IL2,CRISPRi,5
43964,ZSCAN21,-0.014019,0.03963472757735108,12,4,0,0.36178,Prim.CRi.CD4.IL2,CRISPRi,4
43965,FLRT3,0.04438,0.07278979674397568,12,2,5,0.27103,Prim.CRi.CD4.IL2,CRISPRi,7
43966,FOXL2NB,0.028051,0.14580596531563975,12,2,4,0.42372,Prim.CRi.CD4.IL2,CRISPRi,6
43967,PRAC2,-0.17619,0.4981270170378405,12,5,1,0.36178,Prim.CRi.CD4.IL2,CRISPRi,6
43968,SLCO4C1,-0.05998,0.16957635780651384,12,3,1,0.36178,Prim.CRi.CD4.IL2,CRISPRi,4
43969,WWTR1,-0.099967,0.28354785475321165,12,4,4,0.36221,Prim.CRi.CD4.IL2,CRISPRi,8
43970,ZNF141,-0.17883,0.5097420201864329,12,5,1,0.36286,Prim.CRi.CD4.IL2,CRISPRi,6
43971,DENND1B,-0.11415,0.32537634403780863,12,5,2,0.36286,Prim.CRi.CD4.IL2,CRISPRi,7
43972,MLH3,-0.020917,0.05962240024738365,12,3,2,0.36286,Prim.CRi.CD4.IL2,CRISPRi,5
43973,GPR33,-0.15359,0.4377972201556463,12,5,2,0.36286,Prim.CRi.CD4.IL2,CRISPRi,7
43974,KRTAP2-3,-0.094519,0.18922336166472195,6,3,1,0.30871,Prim.CRi.CD4.IL2,CRISPRi,4
43975,HCK,0.024754,0.023823611980771802,12,5,5,0.14939,Prim.CRi.CD4.IL2,CRISPRi,10
43976,GNL3,0.021219,0.053538424974394545,12,4,2,0.65407,Prim.CRi.CD4.IL2,CRISPRi,6
43977,TNKS1BP1,0.077878,0.05123673663370021,12,4,5,0.06426,Prim.CRi.CD4.IL2,CRISPRi,9
43978,CCDC178,0.051913,0.14459633265753694,12,3,5,0.35979,Prim.CRi.CD4.IL2,CRISPRi,8
43979,THAP6,-0.0014185,0.004111049409681201,12,3,4,0.36503,Prim.CRi.CD4.IL2,CRISPRi,7
43980,ADK,-0.010814,0.031340774280079316,12,4,3,0.36503,Prim.CRi.CD4.IL2,CRISPRi,7
43981,MEF2C,-0.012953,0.03753995276954571,12,4,3,0.36503,Prim.CRi.CD4.IL2,CRISPRi,7
43982,NAA30,0.047819,0.05977493681247597,12,4,3,0.21186,Prim.CRi.CD4.IL2,CRISPRi,7
43983,TACC2,0.11511,1.2153107637393636,12,4,4,0.53773,Prim.CRi.CD4.IL2,CRISPRi,8
43984,ZMYND12,-0.10232,0.296540412829454,12,5,4,0.36503,Prim.CRi.CD4.IL2,CRISPRi,9
43985,YJEFN3,-0.10517,0.304800187815419,12,4,3,0.36503,Prim.CRi.CD4.IL2,CRISPRi,7
43986,RAPSN,-0.024165,0.07003419738099839,12,3,2,0.36503,Prim.CRi.CD4.IL2,CRISPRi,5
43987,PUF60,-0.070177,0.20338464182107696,12,5,2,0.36503,Prim.CRi.CD4.IL2,CRISPRi,7
43988,KCTD7,0.11236,0.19700167046294517,12,2,3,0.71578,Prim.CRi.CD4.IL2,CRISPRi,5
43989,CYP3A5,-0.075273,0.21815369912931482,12,4,1,0.36503,Prim.CRi.CD4.IL2,CRISPRi,5
43990,ADAMTS19,0.1544,0.6714104002719172,12,4,3,0.59094,Prim.CRi.CD4.IL2,CRISPRi,7
43991,IFIH1,-0.0094146,0.02728507985363739,12,4,3,0.36503,Prim.CRi.CD4.IL2,CRISPRi,7
43992,CEP120,-0.083101,0.2408405477574321,12,4,0,0.36503,Prim.CRi.CD4.IL2,CRISPRi,4
43993,RNF130,-0.14976,0.4340294392625003,12,5,2,0.36503,Prim.CRi.CD4.IL2,CRISPRi,7
43994,CEBPE,0.069154,0.11342283920759111,12,3,4,0.27103,Prim.CRi.CD4.IL2,CRISPRi,7
43995,MYLPF,0.059901,0.20805872395390007,12,1,4,0.38671,Prim.CRi.CD4.IL2,CRISPRi,5
43996,SUCLA2,-0.021514,0.06235115756072002,12,3,3,0.36503,Prim.CRi.CD4.IL2,CRISPRi,6
43997,GCNT1,-0.071154,0.20621615064959897,12,3,4,0.36503,Prim.CRi.CD4.IL2,CRISPRi,7
43998,ZFP37,0.044455,0.08024815970586462,12,2,3,0.7102,Prim.CRi.CD4.IL2,CRISPRi,5
43999,MBD3L5,0.03617,0.03144793284013525,12,4,5,0.12504,Prim.CRi.CD4.IL2,CRISPRi,9
44000,EEF2KMT,-0.063032,0.18267724102292948,12,1,2,0.36503,Prim.CRi.CD4.IL2,CRISPRi,3
44001,ZFP82,-0.14087,0.4082647376396128,12,5,2,0.36503,Prim.CRi.CD4.IL2,CRISPRi,7
44002,GDF11,-0.091405,0.26490692371653873,12,4,3,0.36503,Prim.CRi.CD4.IL2,CRISPRi,7
44003,TYSND1,-0.17155,0.49718049082186117,12,4,4,0.36503,Prim.CRi.CD4.IL2,CRISPRi,8
44004,EPYC,0.0044061,0.00833398363853384,12,4,2,0.70149,Prim.CRi.CD4.IL2,CRISPRi,6
44005,FTL,-0.022683,0.06573911438829656,12,4,2,0.36503,Prim.CRi.CD4.IL2,CRISPRi,6
44006,PLCXD1,-0.061827,0.1791849501955302,12,5,4,0.36503,Prim.CRi.CD4.IL2,CRISPRi,9
44007,PGPEP1,-0.14566,0.42214695594935764,12,3,1,0.36503,Prim.CRi.CD4.IL2,CRISPRi,4
44008,IL37,-0.13746,0.39838198932307217,12,5,4,0.36503,Prim.CRi.CD4.IL2,CRISPRi,9
44009,PPM1D,0.28278,0.1454794350209496,12,4,6,0.025961,Prim.CRi.CD4.IL2,CRISPRi,10
44010,SFMBT2,0.050263,0.04479369754831541,12,3,5,0.13091,Prim.CRi.CD4.IL2,CRISPRi,8
44011,COMMD4,-0.11574,0.33662747292545603,12,4,0,0.36549,Prim.CRi.CD4.IL2,CRISPRi,4
44012,OR2T34,-0.032772,0.09531670591595859,12,4,2,0.36549,Prim.CRi.CD4.IL2,CRISPRi,6
44013,ETV4,-0.17676,0.5141029213262797,12,5,2,0.36549,Prim.CRi.CD4.IL2,CRISPRi,7
44014,PRIMPOL,-0.16816,0.4890899934952885,12,4,1,0.36549,Prim.CRi.CD4.IL2,CRISPRi,5
44015,PCDHB16,-0.21398,0.6223565461948254,12,5,1,0.36549,Prim.CRi.CD4.IL2,CRISPRi,6
44016,TRMT2A,0.183,0.0819764817429099,12,3,5,0.012796,Prim.CRi.CD4.IL2,CRISPRi,8
44017,LOC729159,0.015227,0.01771294784445194,12,4,3,0.80501,Prim.CRi.CD4.IL2,CRISPRi,7
44018,FGF12,-0.046319,0.1347178842097304,12,4,3,0.36549,Prim.CRi.CD4.IL2,CRISPRi,7
44019,PPARD,0.069745,0.052763399955146145,12,2,2,0.90689,Prim.CRi.CD4.IL2,CRISPRi,4
44020,C9orf142,-0.15541,0.45393739873860606,12,5,2,0.36604,Prim.CRi.CD4.IL2,CRISPRi,7
44021,BMP10,-0.093524,0.2736630545010373,12,5,4,0.36627,Prim.CRi.CD4.IL2,CRISPRi,9
44022,SNAPC5,0.0072025,0.0107259349413669,12,2,3,0.74905,Prim.CRi.CD4.IL2,CRISPRi,5
44023,CA12,0.058113,0.2810697085946384,12,2,3,0.4181,Prim.CRi.CD4.IL2,CRISPRi,5
44024,FRMD4A,-0.041782,0.12225941729569244,12,5,1,0.36627,Prim.CRi.CD4.IL2,CRISPRi,6
44025,UBE2N,-0.076033,0.2003813229226269,10,2,2,0.35218,Prim.CRi.CD4.IL2,CRISPRi,4
44026,CACNA1B,0.03956,0.07482635272472225,12,3,3,0.70149,Prim.CRi.CD4.IL2,CRISPRi,6
44027,PPM1F,0.037468,0.025643181387483373,12,5,1,0.92801,Prim.CRi.CD4.IL2,CRISPRi,6
44028,RBFOX3,-0.064838,0.1910158901054074,12,5,2,0.36714,Prim.CRi.CD4.IL2,CRISPRi,7
44029,SLC35E4,0.17221,0.10190194387863427,12,3,6,0.045518,Prim.CRi.CD4.IL2,CRISPRi,9
44030,CHCHD2,0.061723,0.09101745837248026,12,3,4,0.24884,Prim.CRi.CD4.IL2,CRISPRi,7
44031,KRBOX1,-0.069441,0.2049452483300558,12,5,2,0.36737,Prim.CRi.CD4.IL2,CRISPRi,7
44032,BRAT1,0.0051866,0.004823794652425175,12,5,4,0.14114,Prim.CRi.CD4.IL2,CRISPRi,9
44033,MAGED1,-0.10692,0.3167501766233284,12,2,3,0.36785,Prim.CRi.CD4.IL2,CRISPRi,5
44034,MRPS9,-0.12979,0.3845024824536269,12,3,2,0.36785,Prim.CRi.CD4.IL2,CRISPRi,5
44035,PLEKHM3,-0.059684,0.17681366948734317,12,2,5,0.36785,Prim.CRi.CD4.IL2,CRISPRi,7
44036,KRTAP20-1,-0.15545,0.4605201548456453,12,5,0,0.36785,Prim.CRi.CD4.IL2,CRISPRi,5
44037,WASHC2C,0.0435,0.7479176412990823,12,3,3,0.47681,Prim.CRi.CD4.IL2,CRISPRi,6
44038,IL10,0.019451,0.02835074672003785,12,3,4,0.24633,Prim.CRi.CD4.IL2,CRISPRi,7
44039,PROCR,-0.15111,0.4504594484478089,12,5,3,0.36864,Prim.CRi.CD4.IL2,CRISPRi,8
44040,UFSP1,0.085667,0.15280096458007203,12,2,5,0.28752,Prim.CRi.CD4.IL2,CRISPRi,7
44041,MEP1B,-0.060353,0.17991250805486472,12,4,2,0.36864,Prim.CRi.CD4.IL2,CRISPRi,6
44042,ANKRD17,0.14068,0.4724894283280319,12,2,5,0.38295,Prim.CRi.CD4.IL2,CRISPRi,7
44043,CCDC33,-0.072027,0.21471274365263932,12,4,2,0.36864,Prim.CRi.CD4.IL2,CRISPRi,6
44044,HOXD8,0.070587,0.08865949796009306,12,2,3,0.21297,Prim.CRi.CD4.IL2,CRISPRi,5
44045,ZNF879,-0.089242,0.26605175063868486,12,4,1,0.36865,Prim.CRi.CD4.IL2,CRISPRi,5
44046,KLHL28,-0.12643,0.37691807482182066,12,5,2,0.36865,Prim.CRi.CD4.IL2,CRISPRi,7
44047,COLCA2,0.066461,0.07164906950811827,12,2,5,0.17681,Prim.CRi.CD4.IL2,CRISPRi,7
44048,IL17RD,-0.075486,0.2258629938404228,12,4,5,0.36911,Prim.CRi.CD4.IL2,CRISPRi,9
44049,SYN2,-0.12792,0.38275169133437836,12,3,3,0.36911,Prim.CRi.CD4.IL2,CRISPRi,6
44050,HYOU1,-0.17571,0.5257449944055943,12,4,3,0.36911,Prim.CRi.CD4.IL2,CRISPRi,7
44051,HNRNPK,-0.042345,0.12670122240114332,12,4,3,0.36911,Prim.CRi.CD4.IL2,CRISPRi,7
44052,UBAP2L,0.050685,0.0631121085828425,12,3,3,0.21096,Prim.CRi.CD4.IL2,CRISPRi,6
44053,TMEM115,-0.17059,0.5148741424697839,12,5,0,0.3702,Prim.CRi.CD4.IL2,CRISPRi,5
44054,NEK9,-0.057703,0.17415899315864902,12,2,2,0.3702,Prim.CRi.CD4.IL2,CRISPRi,4
44055,OR2M7,-0.14509,0.4379101314903625,12,5,3,0.3702,Prim.CRi.CD4.IL2,CRISPRi,8
44056,PIWIL3,-0.038018,0.11474579487904477,12,4,3,0.3702,Prim.CRi.CD4.IL2,CRISPRi,7
44057,HTT,-0.0090518,0.027320111160138286,12,4,3,0.3702,Prim.CRi.CD4.IL2,CRISPRi,7
44058,TCP11,0.11951,0.13715410191933058,12,2,3,0.80822,Prim.CRi.CD4.IL2,CRISPRi,5
44059,CPLX2,0.046915,0.05088304060669495,12,4,2,0.82174,Prim.CRi.CD4.IL2,CRISPRi,6
44060,RPL17-C18orf32,-0.18911,0.5707711418164068,12,5,2,0.3702,Prim.CRi.CD4.IL2,CRISPRi,7
44061,FBXO18,-0.039586,0.11947832700515193,12,5,3,0.3702,Prim.CRi.CD4.IL2,CRISPRi,8
44062,SPATA6L,0.04885,0.05878789914105923,12,4,4,0.203,Prim.CRi.CD4.IL2,CRISPRi,8
44063,SOX8,0.0099685,0.009310953683107746,12,4,2,0.85783,Prim.CRi.CD4.IL2,CRISPRi,6
44064,KRTAP17-1,-0.073452,0.22169256997884149,12,4,4,0.3702,Prim.CRi.CD4.IL2,CRISPRi,8
44065,SERPINB10,-0.097718,0.2949321264661606,12,5,2,0.3702,Prim.CRi.CD4.IL2,CRISPRi,7
44066,TRIP11,-0.11146,0.3364081828927963,12,4,1,0.3702,Prim.CRi.CD4.IL2,CRISPRi,5
44067,GIMAP7,-0.064698,0.19552128834571061,12,5,4,0.37036,Prim.CRi.CD4.IL2,CRISPRi,9
44068,PIGX,-0.05255,0.15880929399003202,12,5,1,0.37036,Prim.CRi.CD4.IL2,CRISPRi,6
44069,YIPF1,-0.063794,0.19339273843226482,12,5,3,0.37075,Prim.CRi.CD4.IL2,CRISPRi,8
44070,PLAGL2,-0.17988,0.5453096809918769,12,5,3,0.37075,Prim.CRi.CD4.IL2,CRISPRi,8
44072,IQCA1,0.0045136,0.003956245441626534,12,4,2,0.87304,Prim.CRi.CD4.IL2,CRISPRi,6
44073,GPR171,-0.041124,0.12556452597973658,12,4,1,0.37164,Prim.CRi.CD4.IL2,CRISPRi,5
44074,EXOSC10,0.075299,0.4622508346216222,12,4,4,0.5647,Prim.CRi.CD4.IL2,CRISPRi,8
44075,TMEM160,-0.012849,0.039232044409922076,12,4,3,0.37164,Prim.CRi.CD4.IL2,CRISPRi,7
44076,BTBD3,0.12787,0.08186744798902143,12,4,6,0.059154,Prim.CRi.CD4.IL2,CRISPRi,10
44077,YOD1,-0.12022,0.3670695290653616,12,5,1,0.37164,Prim.CRi.CD4.IL2,CRISPRi,6
44078,FXYD7,0.054382,0.19039184014442948,12,3,3,0.38758,Prim.CRi.CD4.IL2,CRISPRi,6
44079,NAE1,-0.057824,0.1765548864471425,12,4,2,0.37164,Prim.CRi.CD4.IL2,CRISPRi,6
44080,MTRNR2L6,0.016017,0.017173619729202727,12,3,2,0.8245,Prim.CRi.CD4.IL2,CRISPRi,5
44081,DPY19L3,-0.14315,0.3847939763417053,10,4,3,0.35494,Prim.CRi.CD4.IL2,CRISPRi,7
44082,MEOX2,0.038318,0.06757425083453536,12,3,5,0.28534,Prim.CRi.CD4.IL2,CRISPRi,8
44083,TFDP3,0.085123,0.24778934557483334,12,4,3,0.6344,Prim.CRi.CD4.IL2,CRISPRi,7
44084,OR13A1,-0.067498,0.20609265573826135,12,4,3,0.37164,Prim.CRi.CD4.IL2,CRISPRi,7
44085,DCP1B,-0.086288,0.2641469233770243,12,4,2,0.37196,Prim.CRi.CD4.IL2,CRISPRi,6
44086,RNF14,-0.037103,0.11387550744835766,12,5,4,0.37228,Prim.CRi.CD4.IL2,CRISPRi,9
44087,GAS2L1,-0.1883,0.5779251826678637,12,5,2,0.37228,Prim.CRi.CD4.IL2,CRISPRi,7
44088,CTDSP2,-0.13782,0.4229933546218002,12,5,4,0.37228,Prim.CRi.CD4.IL2,CRISPRi,9
44089,POM121L2,0.030674,0.022377902116920468,12,3,2,0.91477,Prim.CRi.CD4.IL2,CRISPRi,5
44090,SLC41A1,-0.070674,0.2169106976094987,12,5,2,0.37228,Prim.CRi.CD4.IL2,CRISPRi,7
44091,UFC1,0.072443,0.037011022662961884,12,3,5,0.025154,Prim.CRi.CD4.IL2,CRISPRi,8
44092,PHF20,0.054546,0.3527140663673623,12,2,3,0.56145,Prim.CRi.CD4.IL2,CRISPRi,5
44093,HOXA7,-0.032572,0.10036798604985228,12,5,3,0.37277,Prim.CRi.CD4.IL2,CRISPRi,8
44094,GATM,-0.20276,0.6247885561668933,12,5,2,0.37277,Prim.CRi.CD4.IL2,CRISPRi,7
44095,NUDT7,-0.035561,0.10957834802648893,12,3,3,0.37277,Prim.CRi.CD4.IL2,CRISPRi,6
44096,MT1A,-0.10688,0.3293420836610651,12,5,1,0.37277,Prim.CRi.CD4.IL2,CRISPRi,6
44097,NRG1,0.079904,0.6001350492797768,12,2,4,0.44704,Prim.CRi.CD4.IL2,CRISPRi,6
44098,FAM184A,0.078195,0.46977057070329065,12,3,4,0.4339,Prim.CRi.CD4.IL2,CRISPRi,7
44099,SPAG17,0.019333,0.07596876976526191,12,4,3,0.39956,Prim.CRi.CD4.IL2,CRISPRi,7
44100,TACSTD2,-0.12425,0.38386629006137674,12,4,3,0.37309,Prim.CRi.CD4.IL2,CRISPRi,7
44101,CAV3,0.062566,0.3826524774993818,12,3,3,0.43506,Prim.CRi.CD4.IL2,CRISPRi,6
44102,PNMA3,-0.076961,0.23776847927093453,12,4,4,0.37309,Prim.CRi.CD4.IL2,CRISPRi,8
44103,ZNF322,-0.087661,0.27082577748949976,12,5,3,0.37309,Prim.CRi.CD4.IL2,CRISPRi,8
44104,CCL20,0.012435,0.01021897957688335,12,1,4,0.11183,Prim.CRi.CD4.IL2,CRISPRi,5
44105,GSKIP,-0.097918,0.30251444177247394,12,5,2,0.37309,Prim.CRi.CD4.IL2,CRISPRi,7
44106,C9orf131,-0.12031,0.371693789595849,12,3,2,0.37309,Prim.CRi.CD4.IL2,CRISPRi,5
44107,ABHD17C,-0.017541,0.054192342808584384,12,3,4,0.37309,Prim.CRi.CD4.IL2,CRISPRi,7
44108,FOXI2,-0.13525,0.4186703318737846,12,5,3,0.37333,Prim.CRi.CD4.IL2,CRISPRi,8
44109,COMMD7,-0.024518,0.07604537149449427,12,3,3,0.37357,Prim.CRi.CD4.IL2,CRISPRi,6
44110,FAIM2,0.10045,0.12952812975892006,12,3,3,0.78098,Prim.CRi.CD4.IL2,CRISPRi,6
44111,ADI1,0.044712,0.03200164517607949,12,3,2,0.91882,Prim.CRi.CD4.IL2,CRISPRi,5
44112,PTTG1IP,-0.073896,0.22919686646370618,12,5,4,0.37357,Prim.CRi.CD4.IL2,CRISPRi,9
44113,MSS51,-0.10469,0.3247079672794928,12,4,1,0.37357,Prim.CRi.CD4.IL2,CRISPRi,5
44114,ZFP42,0.1472,0.397517006591263,12,3,3,0.64442,Prim.CRi.CD4.IL2,CRISPRi,6
44115,SHCBP1L,-0.1624,0.5037021099072464,12,5,1,0.37357,Prim.CRi.CD4.IL2,CRISPRi,6
44116,ATAT1,0.051244,0.12082495898865067,12,3,4,0.33574,Prim.CRi.CD4.IL2,CRISPRi,7
44117,POLDIP3,-0.064509,0.20049244878970168,12,5,0,0.37382,Prim.CRi.CD4.IL2,CRISPRi,5
44118,ABCB5,-6.6694e-05,0.00020772643969228362,12,3,3,0.37408,Prim.CRi.CD4.IL2,CRISPRi,6
44119,KRTAP4-11,-0.090128,0.2807144354302657,12,5,3,0.37408,Prim.CRi.CD4.IL2,CRISPRi,8
44120,ACSF3,-0.11939,0.3718544342049021,12,5,2,0.37408,Prim.CRi.CD4.IL2,CRISPRi,7
44121,KRT12,-0.045857,0.1428271110590016,12,3,4,0.37408,Prim.CRi.CD4.IL2,CRISPRi,7
44122,KCTD2,-0.046573,0.14505717869356655,12,4,1,0.37408,Prim.CRi.CD4.IL2,CRISPRi,5
44123,HP,-0.062785,0.19555139167061544,12,4,4,0.37408,Prim.CRi.CD4.IL2,CRISPRi,8
44124,B3GAT2,-0.066352,0.20666123978862272,12,4,2,0.37408,Prim.CRi.CD4.IL2,CRISPRi,6
44125,ASPSCR1,-0.13942,0.4342402648198966,12,5,1,0.37408,Prim.CRi.CD4.IL2,CRISPRi,6
44126,SLC3A1,-0.19214,0.5984430102029474,12,5,3,0.37408,Prim.CRi.CD4.IL2,CRISPRi,8
44127,S100A10,-0.075576,0.23539049099145395,12,3,4,0.37408,Prim.CRi.CD4.IL2,CRISPRi,7
44128,HIST1H4I,-0.039487,0.12345370453388106,12,1,4,0.37454,Prim.CRi.CD4.IL2,CRISPRi,5
44129,PHF7,0.16747,0.11593791491476495,12,4,6,0.074302,Prim.CRi.CD4.IL2,CRISPRi,10
44130,PRELID2,-0.053394,0.16693309443315635,12,5,2,0.37454,Prim.CRi.CD4.IL2,CRISPRi,7
44131,SERINC2,0.10436,0.22401867768123357,12,4,5,0.32066,Prim.CRi.CD4.IL2,CRISPRi,9
44132,GPRASP1,-0.20452,0.6394193443733217,12,5,2,0.37454,Prim.CRi.CD4.IL2,CRISPRi,7
44133,PHKA1,-0.17503,0.5472206524822144,12,5,4,0.37454,Prim.CRi.CD4.IL2,CRISPRi,9
44134,ZNF662,0.01761,0.01966088783273673,12,3,2,0.81479,Prim.CRi.CD4.IL2,CRISPRi,5
44135,SFI1,0.19791,0.21202535047979013,12,4,6,0.1753,Prim.CRi.CD4.IL2,CRISPRi,10
44136,SLC22A31,0.054131,0.05034450860494874,12,3,4,0.14114,Prim.CRi.CD4.IL2,CRISPRi,7
44137,CLTB,0.1465,0.10147353211954746,12,3,4,0.074408,Prim.CRi.CD4.IL2,CRISPRi,7
44138,DEGS1,0.25844,0.0822846293872949,12,1,6,0.00084242,Prim.CRi.CD4.IL2,CRISPRi,7
44139,SIGLEC6,-0.045845,0.14333160494227914,12,2,4,0.37454,Prim.CRi.CD4.IL2,CRISPRi,6
44140,IFNK,-0.12282,0.38398926205716494,12,3,2,0.37454,Prim.CRi.CD4.IL2,CRISPRi,5
44141,CSTB,0.073444,0.07322117057938875,12,2,4,0.15792,Prim.CRi.CD4.IL2,CRISPRi,6
44142,ADAMTS13,-0.20966,0.6554892418409478,12,4,2,0.37454,Prim.CRi.CD4.IL2,CRISPRi,6
44143,ID1,0.11616,0.42477949617227423,12,3,4,0.60775,Prim.CRi.CD4.IL2,CRISPRi,7
44144,RPGRIP1L,0.15077,0.10284131079314417,12,2,5,0.071318,Prim.CRi.CD4.IL2,CRISPRi,7
44145,COMP,0.03427,0.1492741329975085,12,4,3,0.40921,Prim.CRi.CD4.IL2,CRISPRi,7
44146,JADE3,-0.091684,0.29171687154616155,12,3,4,0.37665,Prim.CRi.CD4.IL2,CRISPRi,7
44147,LRRC6,0.09308,0.13776912928574708,12,4,4,0.24964,Prim.CRi.CD4.IL2,CRISPRi,8
44148,CLSTN1,-0.045648,0.14524117351270868,12,2,1,0.37665,Prim.CRi.CD4.IL2,CRISPRi,3
44149,LY6E,-0.059632,0.1897349644871592,12,5,2,0.37665,Prim.CRi.CD4.IL2,CRISPRi,7
44150,FBXL20,-0.092126,0.29312321133525676,12,5,3,0.37665,Prim.CRi.CD4.IL2,CRISPRi,8
44151,HIST1H2AB,-0.14129,0.44955146787615247,12,3,0,0.37665,Prim.CRi.CD4.IL2,CRISPRi,3
44152,CCDC89,-0.16309,0.5189139280622954,12,5,3,0.37665,Prim.CRi.CD4.IL2,CRISPRi,8
44153,ELF4,-0.18139,0.5771402134479107,12,5,1,0.37665,Prim.CRi.CD4.IL2,CRISPRi,6
44154,SLC10A5,-0.066325,0.21103051246999655,12,5,2,0.37665,Prim.CRi.CD4.IL2,CRISPRi,7
44155,RHBG,0.18444,0.4636222230238372,12,2,3,0.34538,Prim.CRi.CD4.IL2,CRISPRi,5
44156,XPO6,-0.1452,0.46199216601045606,12,5,1,0.37665,Prim.CRi.CD4.IL2,CRISPRi,6
44157,ZNF729,-0.099789,0.3175050706199546,12,5,2,0.37665,Prim.CRi.CD4.IL2,CRISPRi,7
44158,C3orf33,-0.029054,0.09244297790129333,12,3,2,0.37665,Prim.CRi.CD4.IL2,CRISPRi,5
44159,BNC2,-0.052109,0.1657985521944825,12,5,4,0.37665,Prim.CRi.CD4.IL2,CRISPRi,9
44160,RWDD2B,0.093253,0.784842767845338,12,3,4,0.54729,Prim.CRi.CD4.IL2,CRISPRi,7
44161,OAT,-0.096051,0.3056116359329912,12,2,2,0.37665,Prim.CRi.CD4.IL2,CRISPRi,4
44162,TMC8,0.027889,0.6716730127139762,12,4,4,0.48344,Prim.CRi.CD4.IL2,CRISPRi,8
44163,MCCC2,0.0068725,0.022343595241631018,12,2,5,0.3792,Prim.CRi.CD4.IL2,CRISPRi,7
44164,LRRC14B,-0.10285,0.3306226204951311,12,4,2,0.37787,Prim.CRi.CD4.IL2,CRISPRi,6
44165,KIF4B,-0.078835,0.25342376554918483,12,5,1,0.37787,Prim.CRi.CD4.IL2,CRISPRi,6
44166,HTR2B,-0.091344,0.29363531984936564,12,5,2,0.37787,Prim.CRi.CD4.IL2,CRISPRi,7
44167,TNKS,-0.15722,0.5054009566771465,12,5,1,0.37787,Prim.CRi.CD4.IL2,CRISPRi,6
44168,MED29,0.099758,0.34925359841727033,12,4,4,0.38758,Prim.CRi.CD4.IL2,CRISPRi,8
44169,CD81,0.087752,0.07941364280664928,12,3,6,0.13458,Prim.CRi.CD4.IL2,CRISPRi,9
