gene_name,chrom,tss,strand
BEND2,chrX,18220886,-
NAT1,chr8,18170477,+
MRGPRX4,chr11,18172837,+
IFI30,chr19,18173162,+
ALKBH5,chr17,18183078,+
MPV17L2,chr19,18193218,+
RAB3A,chr19,18204042,-
PDE4C,chr19,18255419,-
DEK,chr6,18264541,-
LLGL1,chr17,18225635,+
SAA4,chr11,18236802,-
SAA2-SAA4,chr11,18248635,-
SAA2,chr11,18248668,-
SCML2,chrX,18354688,-
PIK3C2G,chr12,18242961,+
FLII,chr17,18258738,-
CIST1,chr19,18255362,-
IQCN,chr19,18274500,-
MIEF2,chr17,18260597,+
SAA1,chr11,18266260,+
TMPRSS15,chr21,18485879,-
TOP3A,chr17,18314994,-
HPS5,chr11,18322198,-
JUND,chr19,18281622,-
ZNF133,chr20,18288283,+
LSM4,chr19,18323112,-
SMCR8,chr17,18315293,+
NPIPA8,chr16,18336736,-
GTF2H1,chr11,18322295,+
SHMT1,chr17,18363550,-
PGPEP1,chr19,18340598,+
SATB1,chr3,18445621,-
NPIPA9,chr16,18379331,-
GDF15,chr19,18374731,+
EVPLL,chr17,18377778,+
DZANK1,chr20,18467185,-
RNF144B,chr6,18387350,+
LRRC25,chr19,18397622,-
NAT2,chr8,18391282,+
LDHA,chr11,18394560,+
LDHC,chr11,18412318,+
NOMO2,chr16,18562211,-
SSBP4,chr19,18418864,+
CDKL5,chrX,18425583,+
ISYNA1,chr19,18438167,-
ELL,chr19,18522070,-
LDHAL6A,chr11,18455824,+
POLR3F,chr20,18467385,+
TSG101,chr11,18526951,-
LGALS9C,chr17,18476737,+
KLHDC7A,chr1,18480930,+
RBBP9,chr20,18497225,-
SEC23B,chr20,18507520,+
GGTLC3,chr22,18518161,-
PSD3,chr8,19084730,-
TMEM191B,chr22,18527802,+
UEVLD,chr11,18588747,-
FKBP8,chr19,18544077,-
NSUN6,chr10,18659267,-
HSFY1,chrY,18546691,+
RDH14,chr2,18560679,-
NT5C1B-RDH14,chr2,18589564,-
KXD1,chr19,18557762,+
NT5C1B,chr2,18589569,-
SMIM26,chr20,18567347,+
ENSG00000284776,chr20,18567453,+
UBA52,chr19,18571730,+
CRLF1,chr19,18607741,-
DTD1,chr20,18587964,+
REX1BD,chr19,18588796,+
MISFA,chr11,18588781,+
OR11H12,chr14,18601117,+
RIMBP3,chr22,18611919,-
SPTY2D1,chr11,18634791,-
TMEM59L,chr19,18607430,+
PAX7,chr1,18630846,+
FAM246B,chr22,18633984,+
TBC1D28,chr17,18644427,-
KLHL26,chr19,18637025,+
RS1,chrX,18672108,-
ARL5B,chr10,18659431,+
ZNF286B,chr17,18681846,-
FOXO3B,chr17,18682314,-
PPEF1,chrX,18675909,+
PLCZ1,chr12,18738100,-
CRTC1,chr19,18683678,+
TMEM86A,chr11,18693122,+
IGSF22,chr11,18726188,-
PTPN5,chr11,18792721,-
HSFY2,chrY,18773735,-
CAPZA3,chr12,18738119,+
FBXW10,chr17,18744026,+
TVP23B,chr17,18781155,+
RPS15A,chr16,18790383,-
COMP,chr19,18791305,-
ENSG00000260342,chr16,18801519,-
ARL6IP1,chr16,18801553,-
SMG1,chr16,18926408,-
SCP2D1,chr20,18813783,+
UPF1,chr19,18831959,+
TAS1R2,chr1,18859660,-
PRPSAP2,chr17,18840085,+
SAXO1,chr9,19049358,-
GDF1,chr19,18896158,-
CERS1,chr19,18896727,-
ALDH4A1,chr1,18902555,-
PHKA2,chrX,18984114,-
COPE,chr19,18919387,-
IFFO2,chr1,18956676,-
DGCR6,chr22,18906028,+
ENSG00000283809,chr22,18906238,+
ENSG00000268193,chr19,18934397,-
PRODH,chr22,18936553,-
DDX49,chr19,18919715,+
HOMER3,chr19,18941261,-
MRGPRX1,chr11,18939414,-
SLC5A10,chr17,18950345,+
POTEM,chr14,18967434,+
FAM83G,chr17,19004764,-
TMC7,chr16,18983934,+
ADGRG2,chrX,19122637,-
SUGP2,chr19,19034023,-
GRAP,chr17,19046997,-
TWIST1,chr7,19117636,-
FAM246C,chr22,19029524,+
ARMC6,chr19,19033575,+
DGCR2,chr22,19122454,-
MALRD1,chr10,19048801,+
RRAGA,chr9,19049427,+
HAUS6,chr9,19102904,-
MRGPRX2,chr11,19060717,-
SLC25A42,chr19,19063994,+
COQ7,chr16,19067614,+
UBR4,chr1,19210266,-
PLIN2,chr9,19149290,-
ITPRIPL2,chr16,19113932,+
ZDHHC13,chr11,19117099,+
TMEM161A,chr19,19138513,-
GRAPL,chr17,19127535,+
PLEKHA5,chr12,19129733,+
ESS2,chr22,19144651,-
TSSK2,chr22,19131308,+
FERD3L,chr7,19145421,-
MEF2B,chr19,19192131,-
BORCS8-MEF2B,chr19,19192147,-
GSC2,chr22,19150292,-
KCNH8,chr3,19148510,+
SYT17,chr16,19167971,+
TUBA3C,chr13,19181824,-
SLC25A1,chr22,19178736,-
BORCS8,chr19,19192589,-
CLTCL1,chr22,19291719,-
CSRP3,chr11,19210571,-
RFXANK,chr19,19192229,+
NR2C2AP,chr19,19203414,-
NCAN,chr19,19211958,+
SLC24A3,chr20,19212642,+
EPN2,chr17,19215615,+
EMC1,chr1,19251524,-
E2F8,chr11,19241620,-
DENND4C,chr9,19230435,+
MRTO4,chr1,19251805,+
HAPLN4,chr19,19262804,-
TM6SF2,chr19,19273391,-
AKR7L,chr1,19274194,-
SUGP1,chr19,19320509,-
AKR7A3,chr1,19288770,-
CLEC19A,chr16,19285731,+
AKR7A2,chr1,19312144,-
SLC66A1,chr1,19312326,+
SH2D4A,chr8,19313693,+
MAU2,chr19,19320829,+
HIRA,chr22,19431733,-
B9D1,chr17,19378193,-
CAPZB,chr1,19485539,-
PDHA1,chrX,19343893,+
NAV2,chr11,19350724,+
C22orf39,chr22,19447711,-
OSR1,chr2,19358623,-
MAP3K15,chrX,19515508,-
RPS6,chr9,19380236,-
MAPK7,chr17,19377721,+
MFAP4,chr17,19387190,-
GATAD2A,chr19,19385826,+
POTEG,chr14,19434341,-
AEBP2,chr12,19404045,+
CSGALNACT1,chr8,19758029,-
ACER2,chr9,19409009,+
TMC5,chr16,19410496,+
RNF112,chr17,19411125,+
TPTE2,chr13,19561625,-
MRPL40,chr22,19432545,+
UFD1,chr22,19479202,-
CDH18,chr5,20575873,-
CDC45,chr22,19479457,+
MICOS10,chr1,19484403,+
SLC47A1,chr17,19495385,+
GDE1,chr16,19522098,-
SLC24A2,chr9,19789037,-
TSSK6,chr19,19515548,-
NDUFA13,chr19,19516225,+
ENSG00000258674,chr19,19516227,+
CLDN5,chr22,19527545,-
CCP110,chr16,19523811,+
YJEFN3,chr19,19528861,+
SH3KBP1,chrX,19887600,-
CILP2,chr19,19538248,+
VPS35L,chr16,19555240,+
PBX4,chr19,19618687,-
NBL1,chr1,19596979,+
MICOS10-NBL1,chr1,19597067,+
LPAR2,chr19,19628930,-
GMIP,chr19,19643657,-
MPHOSPH8,chr13,19633659,+
ATP13A1,chr19,19663676,-
ALDH3A2,chr17,19648136,+
HTR6,chr1,19664875,+
ZNF101,chr19,19668796,+
PSPC1,chr13,19783019,-
SLC47A2,chr17,19718979,-
TMCO4,chr1,19799945,-
POLR1F,chr7,19709037,-
KNOP1,chr16,19718227,-
KDM5D,chrY,19744939,-
ZNF14,chr19,19733112,-
OR11H2,chr14,19713883,-
SEPTIN5,chr22,19714503,+
IQCK,chr16,19716456,+
ENSG00000284874,chr22,19717220,+
OR4N2,chr14,19719015,+
TMEM196,chr7,19773617,-
GP1BB,chr22,19723539,+
ALDH3A1,chr17,19748943,-
OR4Q3,chr14,19743571,+
TBX1,chr22,19756703,+
RIN2,chr20,19757606,+
ZNF506,chr19,19821750,-
ULK2,chr17,19867936,-
OR4M1,chr14,19773504,+
GNB1L,chr22,19854939,-
RNF186,chr1,19815283,-
PLXDC2,chr10,19816239,+
INTS10,chr8,19817416,+
ZMYM5,chr13,19863649,-
ID4,chr6,19837370,+
RTL10,chr22,19854896,-
GPRC5B,chr16,19886167,-
ZNF253,chr19,19865882,+
OR4K3,chr14,19869143,-
OR4K2,chr14,19875142,+
TXNRD2,chr22,19941820,-
EFHB,chr3,19947025,-
OTUD3,chr1,19882395,+
TTC32,chr2,19901983,-
ZNF93,chr19,19900913,+
LPL,chr8,19901717,+
AKAP10,chr17,19978343,-
WDR35,chr2,19990105,-
BCLAF3,chrX,19991061,-
PLA2G2E,chr1,19923617,-
OR4K5,chr14,19920607,+
OR4K1,chr14,19930917,+
COMT,chr22,19941371,+
RAB5A,chr3,19947097,+
ZMYM2,chr13,19958708,+
IGHV1OR15-9,chr15,19965101,-
ARVCF,chr22,20016823,-
PLA2G2A,chr1,19980416,-
OR4K15,chr14,19975591,+
PP2D1,chr3,20012264,-
IGHV3OR15-7,chr15,19988117,-
MATN3,chr2,20012668,-
ZNF682,chr19,20039505,-
OR4Q2,chr14,19999913,+
IGHD5OR15-5A,chr15,20003862,-
IGHD4OR15-4A,chr15,20004815,-
IGHD3OR15-3A,chr15,20005935,-
MAP7D2,chrX,20116907,-
IGHD2OR15-2A,chr15,20008432,-
SPECC1,chr17,20008865,+
IGHD1OR15-1A,chr15,20011169,-
OR4K14,chr14,20019307,-
TANGO2,chr22,20017014,+
NAA20,chr20,20017310,+
PLA2G5,chr1,20028179,+
GPR139,chr16,20073890,-
OR4K13,chr14,20036038,-
LAPTM4A,chr2,20051628,-
CRNKL1,chr20,20056046,-
KAT2B,chr3,20040446,+
CFAP61,chr20,20052514,+
OR4L1,chr14,20060045,+
ZNF90,chr19,20077994,+
DGCR8,chr22,20080221,+
MBOAT1,chr6,20212469,-
OR4K17,chr14,20110739,+
TRMT2A,chr22,20117392,-
PLA2G2D,chr1,20119566,-
RANBP1,chr22,20116104,+
EIF1AX,chrX,20141838,-
ZDHHC8,chr22,20129456,+
MACC1,chr7,20217404,-
GJA3,chr13,20161052,-
OR4N5,chr14,20138820,+
PLA2G2F,chr1,20139323,+
SLC18A1,chr8,20183206,-
CCDC188,chr22,20151055,-
RPS6KA3,chrX,20267519,-
DBX1,chr11,20160475,-
SGO1,chr3,20186206,-
PLA2G2C,chr1,20186518,-
ZNF486,chr19,20167214,+
UBXN10,chr1,20186096,+
GJB2,chr13,20192938,-
OR11G2,chr14,20190896,+
ATP6V1B2,chr8,20197381,+
SDC1,chr2,20225433,-
GJB6,chr13,20232365,-
OR11H6,chr14,20223710,+
OR11H7,chr14,20229402,+
OR11H4,chr14,20239286,+
RTN4R,chr22,20283246,-
LZTS1,chr8,20303963,-
PUM2,chr2,20352222,-
SLIT2,chr4,20251905,+
TTC5,chr14,20305960,-
VWA5B1,chr1,20290875,+
GP2,chr16,20327808,-
CCNB1IP1,chr14,20333312,-
DGCR6L,chr22,20320060,-
ITGB8,chr7,20330702,+
UMOD,chr16,20356301,-
MLLT3,chr9,20622499,-
PARP2,chr14,20343615,+
ENSG00000293570,chr19,20358163,+
PDILT,chr16,20404737,-
USP41P,chr22,20377251,-
HTATIP2,chr11,20363685,+
TEP1,chr14,20413501,-
INSM1,chr20,20368104,+
PDE3A,chr12,20368537,+
PRMT3,chr11,20387716,+
RALGAPA2,chr20,20712644,-
ZNF74,chr22,20394115,+
E2F3,chr6,20401879,+
CRYL1,chr13,20525873,-
ACSM5,chr16,20409534,+
SCARF2,chr22,20437826,-
KLHL33,chr14,20436166,-
ENSG00000277971,chr22,20446620,-
KLHL22,chr22,20495844,-
OSGEP,chr14,20455053,-
RHOB,chr2,20447074,+
LGALS9B,chr17,20467539,-
ACSM2A,chr16,20451461,+
APEX1,chr14,20455191,+
PIP4P1,chr14,20461465,-
PNP,chr14,20461992,+
CAMK2N1,chr1,20486210,-
MED15,chr22,20495913,+
MUL1,chr1,20508151,-
RNASE10,chr14,20505537,+
GOLGA6L6,chr15,20541800,-
CDKAL1,chr6,20534457,+
ZNF737,chr19,20565809,-
ACSM2B,chr16,20576427,-
FAM43B,chr1,20552573,+
RNASE9,chr14,20561047,-
HS1BP3,chr2,20651098,-
IFT88,chr13,20567138,+
EIF1AY,chrY,20575776,+
CDRT15L2,chr17,20579724,+
ENSG00000259060,chr14,20609795,-
RNASE11,chr14,20609884,-
MEIS3P2,chr17,20589058,+
CDA,chr1,20589086,+
RNASE12,chr14,20591376,-
SLC6A5,chr11,20599608,+
ACSM3,chr16,20610243,+
ABCB5,chr7,20615667,+
ZNF626,chr19,20661596,-
ACSM1,chr16,20698890,-
PINK1,chr1,20633458,+
OR6S1,chr14,20641691,-
DDOST,chr1,20661544,-
FOCAD,chr9,20658309,+
KIF17,chr1,20718017,-
GDF7,chr2,20667144,+
NELL1,chr11,20669551,+
LDAH,chr2,20823130,-
ANG,chr14,20684177,+
RNASE4,chr14,20684560,+
ENSG00000259171,chr14,20684587,+
SLCO1C1,chr12,20695332,+
PACRGL,chr4,20700413,+
IL17D,chr13,20702127,+
THUMPD1,chr16,20742084,-
PI4KA,chr22,20859417,-
SH2D5,chr1,20732837,-
KCNIP4,chr4,21948772,-
EEF1AKMT1,chr13,20773961,-
HP1BP3,chr1,20787323,-
EDDM3A,chr14,20745887,+
RPS4Y2,chrY,20756108,+
EDDM3B,chr14,20768404,+
SERPIND1,chr22,20774113,+
ZNF66,chr19,20776304,+
XPO4,chr13,20903048,-
NEBL,chr10,21293011,-
ERI2,chr16,20900349,-
RNASE6,chr14,20781268,+
SP8,chr7,20786886,-
RNASE1,chr14,20802855,-
EIF4G3,chr1,21177285,-
REXO5,chr16,20806429,+
SLCO1B3,chr12,20810702,+
SLCO1B3-SLCO1B7,chr12,20815674,+
POTEB2,chr15,20866314,-
DCUN1D3,chr16,20900358,-
SNAP29,chr22,20859007,+
RNASE3,chr14,20891385,+
LYRM1,chr16,20899868,+
CRKL,chr22,20917407,+
ZNF85,chr19,20923222,+
DNAH3,chr16,21159441,-
ROCK1,chr18,21111813,-
RNASE2,chr14,20955487,+
AIFM3,chr22,20965108,+
LATS2,chr13,21061586,-
LZTR1,chr22,20982290,+
METTL17,chr14,20989980,+
NCAM2,chr21,20998409,+
THAP7,chr22,21002196,-
SLC39A2,chr14,20999255,+
HACD4,chr9,21031640,-
USP22,chr17,21043760,-
APOB,chr2,21044073,-
TUBA3FP,chr22,21014292,-
ENSG00000291240,chr22,21032572,-
P2RX6,chr22,21009808,+
IGHD5OR15-5B,chr15,21010516,-
IGHD4OR15-4B,chr15,21011469,-
IGHD3OR15-3B,chr15,21012589,-
IGHD2OR15-2B,chr15,21015078,-
NDRG2,chr14,21070872,-
IGHD1OR15-1B,chr15,21017816,-
ZNF430,chr19,21020634,+
TPPP2,chr14,21030217,+
SLC7A4,chr22,21032840,-
RNASE13,chr14,21034807,-
RNASE7,chr14,21042362,+
LRRC74B,chr22,21045946,+
ENSG00000257062,chr12,21047179,+
RNASE8,chr14,21057822,+
ARHGEF40,chr14,21070273,+
IFNB1,chr9,21077942,-
ZNF714,chr19,21082159,+
ZNF219,chr14,21104722,-
TMEM253,chr14,21098937,+
ENSG00000293575,chr18,21111139,-
DHRS7B,chr17,21123364,+
TDRD15,chr2,21123968,+
KIZ,chr20,21125983,+
SLCO1B1,chr12,21131194,+
SAP18,chr13,21140119,+
IFNW1,chr9,21141832,-
ZNF431,chr19,21142024,+
OR5AU1,chr14,21159060,-
SKA3,chr13,21176552,-
LDAF1,chr16,21158661,+
IFNA21,chr9,21166660,-
MRPL57,chr13,21176658,+
IFNA4,chr9,21187587,-
ZP2,chr16,21214510,-
TMEM11,chr17,21214176,-
IFNA7,chr9,21202205,-
IFNA10,chr9,21207143,-
HNRNPC,chr14,21269494,-
IFNA16,chr9,21217311,-
ECE1,chr1,21345572,-
IFNA17,chr9,21228222,-
ANKS4B,chr16,21233699,+
NATD1,chr17,21253410,-
CRYM,chr16,21303083,-
IFNA14,chr9,21240005,-
GREB1L,chr18,21242232,+
SLCO1A2,chr12,21419594,-
RPGRIP1,chr14,21280083,+
ZNF708,chr19,21329410,-
MAP2K3,chr17,21284710,+
XRN2,chr20,21303331,+
IFNA5,chr9,21305313,-
KLHL9,chr9,21335404,-
ZDHHC20,chr13,21459370,-
IFNA6,chr9,21350956,-
SUPT16H,chr14,21384019,-
IAPP,chr12,21354959,+
ZNF738,chr19,21358930,+
FAM246A,chr22,21361299,-
IFNA13,chr9,21368057,-
CNKSR2,chrX,21372801,+
KCNJ12,chr17,21376357,+
RIMBP3B,chr22,21383751,+
IFNA2,chr9,21385398,-
CHD8,chr14,21456126,-
NKX2-4,chr20,21397526,-
ZNF493,chr19,21397119,+
NPIPB3,chr16,21448567,-
ENSG00000269237,chr19,21405159,+
POTEB3,chr15,21440499,-
IFNA8,chr9,21409117,+
ZNF385D,chr3,22373321,-
HIC2,chr22,21417371,+
SP4,chr7,21428043,+
LINC02693,chr17,21574517,-
PYROXD1,chr12,21437655,+
NBPF3,chr1,21440128,+
IFNA1,chr9,21440439,+
RAB2B,chr14,21476960,-
TMEM191C,chr22,21467319,+
RECQL,chr12,21501669,-
TOX4,chr14,21476597,+
IFNE,chr9,21482313,-
ENSG00000233974,chr5,21484011,-
MICU2,chr13,21604181,-
ZNF429,chr19,21496682,+
METTL3,chr14,21511342,-
GOLT1B,chr12,21501781,+
ALPL,chr1,21509397,+
NKX2-2,chr20,21514064,-
RBMY1B,chrY,21511338,+
SKIDA1,chr10,21526368,-
SALL2,chr14,21537216,-
MLLT10,chr10,21524646,+
SPX,chr12,21526296,+
ESCO1,chr18,21600704,-
RBMY1A1,chrY,21534879,+
GYS2,chr12,21604847,-
ENSG00000285854,chr12,21635644,-
DNAH11,chr7,21543039,+
RIMBP3C,chr22,21551461,-
ENSG00000289715,chr1,21547404,+
UBE2L3,chr22,21549447,+
LINC02203,chr15,21552795,+
OR10G3,chr14,21580076,-
SOX4,chr6,21593751,+
RAP1GAP,chr1,21669357,-
METTL9,chr16,21597218,+
SNRPD1,chr18,21612314,+
TRAV1-1,chr14,21621838,+
YDJC,chr22,21630035,-
CCDC116,chr22,21632716,+
OR10G2,chr14,21634940,-
LDHB,chr12,21757857,-
OR4M2B,chr15,21637909,+
IGSF6,chr16,21652608,-
SDF2L1,chr22,21642302,+
TRAV1-2,chr14,21642889,+
ABHD3,chr18,21704774,-
OR4N4C,chr15,21651844,+
OR4E2,chr14,21653835,+
KLHL34,chrX,21658330,-
OTOA,chr16,21663968,+
PPIL2,chr22,21666000,+
OR4E1,chr14,21673818,-
FGF9,chr13,21671073,+
USP48,chr1,21783606,-
GFRA2,chr8,21812357,-
KCNJ18,chr17,21692523,+
YPEL1,chr22,21735794,-
MIB1,chr18,21704957,+
PAX1,chr20,21705659,+
SMPX,chrX,21758116,-
TRAV2,chr14,21712321,+
ENSG00000281179,chr15,21718245,-
ZNF100,chr19,21767579,-
TRAV3,chr14,21723713,+
TRAV4,chr14,21736152,+
ENSG00000278263,chr15,21742799,-
TRAV5,chr14,21749178,+
CDH12,chr5,22853344,-
DNAJC1,chr10,22003730,-
MAPK1,chr22,21867680,-
KCNJ8,chr12,21775600,-
TRAV6,chr14,21768489,+
ANO5,chr11,21782659,+
TRAV7,chr14,21782993,+
TRAV8-1,chr14,21797287,+
ABCC9,chr12,21942543,-
MTAP,chr9,21802636,+
ZNF43,chr19,21852125,-
TRAV9-1,chr14,21811502,+
LDLRAD2,chr1,21812265,+
HSPG2,chr1,21937310,-
TRAV10,chr14,21825472,+
NPIPB4,chr16,21880827,-
MBTPS2,chrX,21839617,+
TRAV12-1,chr14,21841240,+
POTEB,chr15,21877735,-
TRAV8-2,chr14,21846537,+
TRAV8-3,chr14,21852558,+
YY2,chrX,21855987,+
ENSG00000289723,chr14,21861353,+
TRAV13-1,chr14,21868839,+
RBMY1D,chrY,21894526,-
TRAV12-2,chr14,21887857,+
TRAV8-4,chr14,21894433,+
CDCA7L,chr7,21945903,-
RBMY1E,chrY,21918032,-
DOK2,chr8,21913690,-
TRAV13-2,chr14,21918188,+
PPM1F,chr22,21952848,-
XPO7,chr8,21919662,+
TRAV14DV4,chr14,21924063,+
ZNF208,chr19,22010949,-
SMS,chrX,21940709,+
TRAV9-2,chr14,21941128,+
UQCRC2,chr16,21953288,+
TOP3B,chr22,21982813,-
TRAV12-3,chr14,21965451,+
CDKN2A,chr9,21995301,-
CELA3B,chr1,21977022,+
TRAV8-6,chr14,21978459,+
PDZD9,chr16,22001116,-
TRAV16,chr14,21990496,+
TRAV17,chr14,21997539,+
CELA3A,chr1,22001657,+
CDKN2B,chr9,22009305,-
TRAV18,chr14,22003106,+
TRAV19,chr14,22007512,+
MOSMO,chr16,22007638,+
OR4M2-OT1,chr15,22015233,+
NPM2,chr8,22024125,+
ENSG00000289694,chr1,22025142,+
IGLV4-69,chr22,22030934,+
PHEX,chrX,22032325,+
TRAV20,chr14,22040594,+
FGF17,chr8,22042398,+
CMAS,chr12,22046218,+
DMTN,chr8,22048995,+
ZNF257,chr19,22052430,+
TRAV21,chr14,22052514,+
CDC42,chr1,22052627,+
ST8SIA1,chr12,22437041,-
OR4M2,chr15,22070241,+
TRAV22,chr14,22070557,+
TRAV23DV6,chr14,22086407,+
FHIP2B,chr8,22089150,+
VWA3A,chr16,22092540,+
OR4N4,chr15,22094522,+
TRDV1,chr14,22096032,+
IGLV8-61,chr22,22098700,+
TRAV24,chr14,22105343,+
NUDT18,chr8,22109419,-
TRAV25,chr14,22112347,+
HR,chr8,22133384,-
WNT4,chr1,22143969,-
RAPGEF5,chr7,22357154,-
TRAV26-1,chr14,22123318,+
HRURF,chr8,22131010,-
TRAV8-7,chr14,22132553,+
REEP4,chr8,22141951,-
LGI3,chr8,22157084,-
TRAV27,chr14,22147995,+
SFTPC,chr8,22156913,+
IGHV1OR15-1,chr15,22160868,-
IGLV4-60,chr22,22162199,+
SDR42E2,chr16,22162503,+
TRAV29DV5,chr14,22163238,+
BMP1,chr8,22165140,+
TRAV30,chr14,22168429,+
RBMY1F,chrY,22182982,-
GATA6,chr18,22169589,+
ZNF676,chr19,22215801,-
IGHV4OR15-8,chr15,22185402,-
IGLV6-57,chr22,22195799,+
IGLV11-55,chr22,22201663,+
TRAV26-2,chr14,22202583,+
EEF2K,chr16,22206278,+
TRAV34,chr14,22207522,+
EBLN1,chr10,22218015,-
IGLV10-54,chr22,22214794,+
PHYHIP,chr8,22232101,-
TRAV36DV7,chr14,22226746,+
VPREB1,chr22,22244780,+
POLR3D,chr8,22245133,+
TRAV38-1,chr14,22271968,+
CBLL2,chrX,22272913,+
PIWIL2,chr8,22275316,+
TRAV38-2DV8,chr14,22281105,+
ZNF729,chr19,22286441,+
PRL,chr6,22302826,-
POLR3E,chr16,22297375,+
TRAV39,chr14,22304054,+
TRAV40,chr14,22314490,+
COMMD3,chr10,22316388,+
COMMD3-BMI1,chr10,22316388,+
IGLV5-52,chr22,22318727,+
TRAV41,chr14,22320188,+
BMI1,chr10,22321099,+
IGLV1-51,chr22,22322472,+
IGLV1-50,chr22,22327300,+
SLC17A6,chr11,22338381,+
IGLV9-49,chr22,22343187,+
ADGRA3,chr4,22516066,-
SPAG6,chr10,22345445,+
CDR2,chr16,22437165,-
IGLV5-48,chr22,22352940,+
IGLV1-47,chr22,22357739,+
SLC39A14,chr8,22367278,+
IGLV7-46,chr22,22369614,+
IGLV5-45,chr22,22375986,+
IGLV1-44,chr22,22380766,+
ZNF98,chr19,22532485,-
IGLV7-43,chr22,22395018,+
RBMY1J,chrY,22403410,+
IGLV1-40,chr22,22409766,+
CTAGE1,chr18,22417915,-
STEAP1B,chr7,22727613,-
TRDV2,chr14,22422371,+
IGLV5-37,chr22,22427540,+
ZBTB40,chr1,22428838,+
IGLV1-36,chr22,22431958,+
TRDD1,chr14,22438547,+
TRDD2,chr14,22439007,+
PPP3CC,chr8,22440819,+
DMRTA1,chr9,22446824,+
C2CD5,chr12,22544546,-
TRDD3,chr14,22449113,+
TRDJ1,chr14,22450089,+
TRDJ4,chr14,22455249,+
TRDJ2,chr14,22456689,+
GOLGA6L22,chr15,22458903,+
TRDJ3,chr14,22459098,+
TRDC,chr14,22462932,+
TRDV3,chr14,22469698,-
TRAJ61,chr14,22475316,+
TRAJ59,chr14,22476553,+
TRAJ58,chr14,22477707,+
TRAJ57,chr14,22478872,+
NPIPB5,chr16,22479121,+
TRAJ56,chr14,22479521,+
TRAJ54,chr14,22482287,+
TRAJ53,chr14,22483004,+
ZNF280B,chr22,22508742,-
TRAJ52,chr14,22486228,+
TRAJ50,chr14,22488593,+
TRAJ49,chr14,22489488,+
TRAJ48,chr14,22490491,+
TRAJ47,chr14,22492851,+
TRAJ46,chr14,22493403,+
TRAJ45,chr14,22493925,+
TRAJ44,chr14,22494821,+
TRAJ43,chr14,22495913,+
TRAJ42,chr14,22496887,+
TRAJ41,chr14,22497657,+
TRAJ40,chr14,22499689,+
TRAJ39,chr14,22501601,+
TRAJ38,chr14,22502231,+
TRAJ37,chr14,22503750,+
TRAJ36,chr14,22505110,+
TRAJ35,chr14,22506644,+
TRAJ34,chr14,22507666,+
TRAJ33,chr14,22508602,+
TRAJ32,chr14,22509341,+
TRAJ31,chr14,22510968,+
TRAJ30,chr14,22512852,+
ZNF280A,chr22,22520270,-
TRAJ29,chr14,22513939,+
TRAJ28,chr14,22515623,+
TRAJ27,chr14,22516273,+
TRAJ26,chr14,22518446,+
TRAJ25,chr14,22518812,+
TRAJ24,chr14,22519969,+
TRAJ23,chr14,22520416,+
TRAJ22,chr14,22522040,+
TRAJ21,chr14,22523600,+
TRAJ20,chr14,22524325,+
TRAJ19,chr14,22525263,+
TRAJ18,chr14,22525650,+
TRAJ17,chr14,22526844,+
TRAJ16,chr14,22528527,+
TRAJ14,chr14,22530327,+
TRAJ13,chr14,22531076,+
TRAJ12,chr14,22531939,+
TRAJ11,chr14,22532502,+
TRAJ10,chr14,22533497,+
PIP4K2A,chr10,22714578,-
TRAJ9,chr14,22535554,+
TRAJ7,chr14,22537622,+
TRAJ6,chr14,22539073,+
TRAJ5,chr14,22540247,+
TRAJ4,chr14,22542199,+
TRAJ3,chr14,22543179,+
TRAJ2,chr14,22544071,+
SORBS3,chr8,22544986,+
TRAJ1,chr14,22545037,+
TRAC,chr14,22547506,+
PRAME,chr22,22559340,-
EPHA8,chr1,22563489,+
DAD1,chr14,22589224,-
HDGFL1,chr6,22569566,+
PDLIM2,chr8,22578279,+
FOXA2,chr20,22585455,-
IGLV2-33,chr22,22588155,+
ENSG00000248235,chr8,22589274,+
IGLV3-32,chr22,22594528,+
ABHD4,chr14,22598294,+
C8orf58,chr8,22599599,+
CCAR2,chr8,22604757,+
BIN3,chr8,22669148,-
FANCF,chr11,22625823,-
ETNK1,chr12,22625075,+
GAS2,chr11,22625509,+
OR6J1,chr14,22644352,-
ZNF492,chr19,22634324,+
C1QA,chr1,22635077,+
ENSG00000289692,chr1,22636506,+
C1QC,chr1,22643014,+
GGTLC2,chr22,22644614,+
C1QB,chr1,22652762,+
IGLV3-27,chr22,22668288,+
IGLV3-25,chr22,22686726,+
EGR3,chr8,22693480,-
GBA3,chr4,22714092,+
IGLV2-23,chr22,22697789,+
IGLV3-22,chr22,22704265,+
EPHB2,chr1,22710839,+
IGLV3-21,chr22,22711689,+
PEBP4,chr8,23000000,-
IGLV3-19,chr22,22720623,+
IL6,chr7,22725884,+
IGLV2-18,chr22,22734607,+
IGLV3-16,chr22,22747383,+
ZNF99,chr19,22784151,-
IGLV2-14,chr22,22758700,+
OXA1L,chr14,22766522,+
IGLV3-12,chr22,22771824,+
NIPA1,chr15,22773063,+
SLC7A7,chr14,22829820,-
IGLV2-11,chr22,22792491,+
RBBP8,chr18,22798261,+
IGLV3-10,chr22,22811747,+
TOMM7,chr7,22822849,-
SVIP,chr11,22830299,-
HS3ST2,chr16,22814162,+
IGLV3-9,chr22,22819010,+
IGLV2-8,chr22,22822658,+
